testCaseId,queryParameters,operationId,path,httpMethod,headerParameters,pathParameters,formParameters,bodyParameter,statusCode,responseBody
439,apikey=b2e7529f&t=Mary Poppins,searchByIdOrTitle,/,GET,,t=Mary Poppins,,,200,"{""Title"": ""Mary Poppins"", ""Year"": ""1964"", ""Rated"": ""G"", ""Released"": ""18 Jun 1965"", ""Runtime"": ""139 min"", ""Genre"": ""Comedy, Family, Fantasy"", ""Director"": ""Robert Stevenson"", ""Writer"": ""Bill Walsh, Don DaGradi, P.L. Travers"", ""Actors"": ""Julie Andrews, Dick Van Dyke, David Tomlinson"", ""Plot"": ""In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 5 Oscars. 22 wins & 17 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""96%""}, {""Source"": ""Metacritic"", ""Value"": ""88/100""}], ""Metascore"": ""88"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""184,574"", ""imdbID"": ""tt0058331"", ""Type"": ""movie"", ""DVD"": ""22 Nov 2015"", ""BoxOffice"": ""$102,272,727"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
440,apikey=b2e7529f&t=A Hard Day's Night,searchByIdOrTitle,/,GET,,t=A Hard Day's Night,,,200,"{""Title"": ""A Hard Day's Night"", ""Year"": ""1964"", ""Rated"": ""G"", ""Released"": ""07 Jul 1964"", ""Runtime"": ""87 min"", ""Genre"": ""Comedy, Musical"", ""Director"": ""Richard Lester"", ""Writer"": ""Alun Owen"", ""Actors"": ""John Lennon, Paul McCartney, George Harrison"", ""Plot"": ""Over two \""typical\"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live TV performance."", ""Language"": ""English, German, French"", ""Country"": ""United Kingdom"", ""Awards"": ""Nominated for 2 Oscars. 2 wins & 7 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjQyMGUwNzAtNTc2MC00Y2FjLThlM2ItZGRjNzM0OWVmZGYyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""98%""}, {""Source"": ""Metacritic"", ""Value"": ""96/100""}], ""Metascore"": ""96"", ""imdbRating"": ""7.5"", ""imdbVotes"": ""47,813"", ""imdbID"": ""tt0058182"", ""Type"": ""movie"", ""DVD"": ""14 Jul 2015"", ""BoxOffice"": ""$1,480,356"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
441,"apikey=b2e7529f&t=Rudolph, the Red-Nosed Reindeer",searchByIdOrTitle,/,GET,,"t=Rudolph, the Red-Nosed Reindeer",,,200,"{""Title"": ""Rudolph the Red-Nosed Reindeer"", ""Year"": ""1964"", ""Rated"": ""TV-G"", ""Released"": ""06 Dec 1964"", ""Runtime"": ""47 min"", ""Genre"": ""Animation, Adventure, Comedy"", ""Director"": ""Larry Roemer"", ""Writer"": ""Romeo Muller, Robert May, Johnny Marks"", ""Actors"": ""Billie Mae Richards, Burl Ives, Larry D. Mann"", ""Plot"": ""A young reindeer Rudolph lives at the North Pole. His father is one of Santa's reindeer and it is expected that Rudolph will eventually be one too. However, he has a feature which is a setback and causes him to be ostracized: his ..."", ""Language"": ""English"", ""Country"": ""United States, Canada, Japan"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYjdjZjkyYjUtOWJiZC00ZTE2LTk4MDktZjliOTk5ZDk5ZTZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""8.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""95%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""8.0"", ""imdbVotes"": ""37,281"", ""imdbID"": ""tt0058536"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
442,apikey=b2e7529f&t=Marnie,searchByIdOrTitle,/,GET,,t=Marnie,,,200,"{""Title"": ""Marnie"", ""Year"": ""1964"", ""Rated"": ""PG"", ""Released"": ""17 Jul 1964"", ""Runtime"": ""130 min"", ""Genre"": ""Crime, Drama, Mystery"", ""Director"": ""Alfred Hitchcock"", ""Writer"": ""Winston Graham, Jay Presson Allen"", ""Actors"": ""Tippi Hedren, Sean Connery, Martin Gabel"", ""Plot"": ""Mark marries Marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""2 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTEwMzhiMDktMzFlMi00NTE1LTlkOTItZWI5ODA2Y2E5YjUzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""83%""}, {""Source"": ""Metacritic"", ""Value"": ""73/100""}], ""Metascore"": ""73"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""53,424"", ""imdbID"": ""tt0058329"", ""Type"": ""movie"", ""DVD"": ""08 May 2015"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
443,apikey=b2e7529f&t=My Fair Lady,searchByIdOrTitle,/,GET,,t=My Fair Lady,,,200,"{""Title"": ""My Fair Lady"", ""Year"": ""1964"", ""Rated"": ""G"", ""Released"": ""25 Dec 1964"", ""Runtime"": ""170 min"", ""Genre"": ""Drama, Family, Musical"", ""Director"": ""George Cukor"", ""Writer"": ""Alan Jay Lerner, George Bernard Shaw"", ""Actors"": ""Audrey Hepburn, Rex Harrison, Stanley Holloway"", ""Plot"": ""In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 8 Oscars. 25 wins & 13 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""95%""}, {""Source"": ""Metacritic"", ""Value"": ""95/100""}], ""Metascore"": ""95"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""100,965"", ""imdbID"": ""tt0058385"", ""Type"": ""movie"", ""DVD"": ""09 Nov 2020"", ""BoxOffice"": ""$72,560,711"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
444,apikey=b2e7529f&t=A Shot in the Dark,searchByIdOrTitle,/,GET,,t=A Shot in the Dark,,,200,"{""Title"": ""A Shot in the Dark"", ""Year"": ""1964"", ""Rated"": ""PG"", ""Released"": ""29 Jan 1965"", ""Runtime"": ""102 min"", ""Genre"": ""Comedy, Mystery"", ""Director"": ""Blake Edwards"", ""Writer"": ""Blake Edwards, William Peter Blatty, Harry Kurnitz"", ""Actors"": ""Peter Sellers, Elke Sommer, George Sanders"", ""Plot"": ""Inspector Clouseau falls in love with a murder suspect and tries to clear her name."", ""Language"": ""English, Spanish"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""Nominated for 1 BAFTA Award3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNDE5Njk1NDQ5MF5BMl5BanBnXkFtZTcwNjAyMTMyNA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}, {""Source"": ""Metacritic"", ""Value"": ""70/100""}], ""Metascore"": ""70"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""30,711"", ""imdbID"": ""tt0058586"", ""Type"": ""movie"", ""DVD"": ""04 May 2017"", ""BoxOffice"": ""$12,368,234"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
445,apikey=b2e7529f&t=The Last Man on Earth,searchByIdOrTitle,/,GET,,t=The Last Man on Earth,,,200,"{""Title"": ""The Last Man on Earth"", ""Year"": ""2015\u20132018"", ""Rated"": ""TV-14"", ""Released"": ""01 Mar 2015"", ""Runtime"": ""32S min"", ""Genre"": ""Action, Comedy, Drama"", ""Director"": ""N/A"", ""Writer"": ""Will Forte"", ""Actors"": ""Will Forte, January Jones, Cleopatra Coleman"", ""Plot"": ""Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 5 Primetime Emmys. 23 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTUwMDQ2NTM2NF5BMl5BanBnXkFtZTgwMTk1NTk4OTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""63,382"", ""imdbID"": ""tt3230454"", ""Type"": ""series"", ""totalSeasons"": ""4"", ""Response"": ""True""}"
446,apikey=b2e7529f&t=The Masque of the Red Death,searchByIdOrTitle,/,GET,,t=The Masque of the Red Death,,,200,"{""Title"": ""The Masque of the Red Death"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""30 Oct 1964"", ""Runtime"": ""89 min"", ""Genre"": ""Drama, Horror"", ""Director"": ""Roger Corman"", ""Writer"": ""Charles Beaumont, R. Wright Campbell, Edgar Allan Poe"", ""Actors"": ""Vincent Price, Hazel Court, Jane Asher"", ""Plot"": ""A European prince terrorizes the local peasantry while using his castle as a refuge against the \""Red Death\"" plague that stalks the land."", ""Language"": ""English, Latin"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjFjYmZmZDctZWUzZS00ZDY2LWE1MGMtMTIwMDAxODgzN2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""69%""}, {""Source"": ""Metacritic"", ""Value"": ""77/100""}], ""Metascore"": ""77"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""16,037"", ""imdbID"": ""tt0058333"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
447,apikey=b2e7529f&t=Murder Ahoy,searchByIdOrTitle,/,GET,,t=Murder Ahoy,,,200,"{""Title"": ""Murder Ahoy"", ""Year"": ""1964"", ""Rated"": ""Unrated"", ""Released"": ""22 Sep 1964"", ""Runtime"": ""93 min"", ""Genre"": ""Comedy, Crime, Drama"", ""Director"": ""George Pollock"", ""Writer"": ""David Pursall, Jack Seddon, Agatha Christie"", ""Actors"": ""Margaret Rutherford, Lionel Jeffries, Charles 'Bud' Tingwell"", ""Plot"": ""After Miss Jane Marple is made a trustee of a merchant marine training vessel, a fellow trustee is poisoned, and ship's officers are later murdered after she comes on board."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNDYwZjkyMmMtNmI5My00YmI5LWI0M2EtNThhMmJjNGNmY2ZjXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""5,748"", ""imdbID"": ""tt0058382"", ""Type"": ""movie"", ""DVD"": ""21 Nov 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
448,apikey=b2e7529f&t=Fail-Safe,searchByIdOrTitle,/,GET,,t=Fail-Safe,,,200,"{""Title"": ""Fail-Safe"", ""Year"": ""2017"", ""Rated"": ""N/A"", ""Released"": ""20 Feb 2017"", ""Runtime"": ""10 min"", ""Genre"": ""Short, Thriller"", ""Director"": ""Jon LeVert"", ""Writer"": ""Jon LeVert"", ""Actors"": ""Justin Frosch, Carl Herzog, Adam LaSalle"", ""Plot"": ""Two duty partners investigate the home of a prominent journalist whose latest story targets their police department."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BY2NjMmZjOGYtODgwNS00NjVjLTkxYjktZjE3NTFhZWNkNWVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTYzNDE3MTc@._V1_SX300.jpg"", ""Ratings"": [], ""Metascore"": ""N/A"", ""imdbRating"": ""N/A"", ""imdbVotes"": ""N/A"", ""imdbID"": ""tt6305648"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
449,apikey=b2e7529f&t=Zulu,searchByIdOrTitle,/,GET,,t=Zulu,,,200,"{""Title"": ""Zulu"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""17 Jun 1964"", ""Runtime"": ""138 min"", ""Genre"": ""Drama, History, War"", ""Director"": ""Cy Endfield"", ""Writer"": ""John Prebble, Cy Endfield"", ""Actors"": ""Stanley Baker, Jack Hawkins, Ulla Jacobsson"", ""Plot"": ""Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift."", ""Language"": ""English, Zulu"", ""Country"": ""United Kingdom"", ""Awards"": ""Nominated for 1 BAFTA Award1 nomination total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYzdlYmQ3MWMtMDY3My00MzVmLTg0YmMtYjRlZDUzNjBlMmE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""96%""}, {""Source"": ""Metacritic"", ""Value"": ""77/100""}], ""Metascore"": ""77"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""42,381"", ""imdbID"": ""tt0058777"", ""Type"": ""movie"", ""DVD"": ""08 Jan 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
450,apikey=b2e7529f&t=Send Me No Flowers,searchByIdOrTitle,/,GET,,t=Send Me No Flowers,,,200,"{""Title"": ""Send Me No Flowers"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""14 Oct 1964"", ""Runtime"": ""100 min"", ""Genre"": ""Comedy, Drama, Romance"", ""Director"": ""Norman Jewison"", ""Writer"": ""Julius J. Epstein, Norman Barasch, Carroll Moore"", ""Actors"": ""Rock Hudson, Doris Day, Tony Randall"", ""Plot"": ""When a hypochondriac believes he is dying, he makes plans for his wife--which she discovers and misunderstands."", ""Language"": ""English, Italian"", ""Country"": ""United States"", ""Awards"": ""1 win & 1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjE1ODE2MzIzOF5BMl5BanBnXkFtZTgwNzIyNjIzMTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""60%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""7,323"", ""imdbID"": ""tt0058571"", ""Type"": ""movie"", ""DVD"": ""12 Feb 2014"", ""BoxOffice"": ""$9,129,247"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
451,apikey=b2e7529f&t=Carry On Cleo,searchByIdOrTitle,/,GET,,t=Carry On Cleo,,,200,"{""Title"": ""Carry on Cleo"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""25 Oct 1965"", ""Runtime"": ""92 min"", ""Genre"": ""Adventure, Comedy, Romance"", ""Director"": ""Gerald Thomas"", ""Writer"": ""Talbot Rothwell, William Shakespeare"", ""Actors"": ""Kenneth Williams, Sidney James, Kenneth Connor"", ""Plot"": ""Two Britons, Hengist and Horsa, are captured and enslaved by invading Romans and taken to Rome. One of their first encounters in Rome leaves Hengist being mistaken for a fighter, and gets drafted into the Royal Guard to protect Ca..."", ""Language"": ""English, Latin"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTk5MDkwNzg3M15BMl5BanBnXkFtZTgwODk1NDUzMzE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""4,963"", ""imdbID"": ""tt0057918"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
452,apikey=b2e7529f&t=The Incredible Mr. Limpet,searchByIdOrTitle,/,GET,,t=The Incredible Mr. Limpet,,,200,"{""Title"": ""The Incredible Mr. Limpet"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""28 Mar 1964"", ""Runtime"": ""99 min"", ""Genre"": ""Animation, Comedy, Family"", ""Director"": ""Arthur Lubin, Gerry Chiniquy, Robert McKimson"", ""Writer"": ""Jameson Brewer, John C. Rose, Joe DiMona"", ""Actors"": ""Don Knotts, Carole Cook, Jack Weston"", ""Plot"": ""Meek and mild mannered bookkeeper Henry Limpet has few passions in life. It's mid-1941 and he would love to join the Navy but has been rated 4F. His friend George Stickle is in the Navy and lays it on pretty thick. If Henry could ..."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMWRkMGFkMWItMDlkNS00MjFkLTkwYzctNWI3MzY1MjE0ZWIwXkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""40%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""5,907"", ""imdbID"": ""tt0058230"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2009"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
453,apikey=b2e7529f&t=The Train,searchByIdOrTitle,/,GET,,t=The Train,,,200,"{""Title"": ""The Train"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""07 Mar 1965"", ""Runtime"": ""133 min"", ""Genre"": ""Action, Thriller, War"", ""Director"": ""John Frankenheimer, Arthur Penn"", ""Writer"": ""Franklin Coen, Frank Davis, Rose Valland"", ""Actors"": ""Burt Lancaster, Paul Scofield, Jeanne Moreau"", ""Plot"": ""In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo."", ""Language"": ""English, German"", ""Country"": ""France, Italy, United States"", ""Awards"": ""Nominated for 1 Oscar. 1 win & 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNTc2MmJhYzYtOTY2Zi00YWJlLTkzNDYtYWFjYzVhYjQzNGM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}, {""Source"": ""Metacritic"", ""Value"": ""80/100""}], ""Metascore"": ""80"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""18,460"", ""imdbID"": ""tt0059825"", ""Type"": ""movie"", ""DVD"": ""16 Sep 2008"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
454,apikey=b2e7529f&t=Viva Las Vegas,searchByIdOrTitle,/,GET,,t=Viva Las Vegas,,,200,"{""Title"": ""Viva Las Vegas"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""20 May 1964"", ""Runtime"": ""85 min"", ""Genre"": ""Comedy, Musical"", ""Director"": ""George Sidney"", ""Writer"": ""Sally Benson"", ""Actors"": ""Elvis Presley, Ann-Margret, Cesare Danova"", ""Plot"": ""A race-car driver preparing for the Grand Prix wiles his time in Las Vegas working as a waiter to pay for his new engine and soon strikes up a romance with a beautiful young woman."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""3 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYWFmZWY2NGYtYjM4MS00ZDgzLWFlNDItZDdiNzAwY2I3N2E0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""87%""}, {""Source"": ""Metacritic"", ""Value"": ""69/100""}], ""Metascore"": ""69"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""9,121"", ""imdbID"": ""tt0058725"", ""Type"": ""movie"", ""DVD"": ""14 Jan 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
455,apikey=b2e7529f&t=The Naked Kiss,searchByIdOrTitle,/,GET,,t=The Naked Kiss,,,200,"{""Title"": ""The Naked Kiss"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""29 Jul 1964"", ""Runtime"": ""90 min"", ""Genre"": ""Crime, Drama"", ""Director"": ""Samuel Fuller"", ""Writer"": ""Samuel Fuller"", ""Actors"": ""Constance Towers, Anthony Eisley, Michael Dante"", ""Plot"": ""A former prostitute relocates to a buttoned-down suburb, determined to fit in with mainstream society. But perverse secrets simmer beneath the wholesome surface."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZDg2ODU0YTQtNjIwNC00MjcyLWE4NjQtY2MwYTFiMjBmNmZmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""93%""}, {""Source"": ""Metacritic"", ""Value"": ""83/100""}], ""Metascore"": ""83"", ""imdbRating"": ""7.2"", ""imdbVotes"": ""8,631"", ""imdbID"": ""tt0058390"", ""Type"": ""movie"", ""DVD"": ""08 Jan 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
456,apikey=b2e7529f&t=The Gorgon,searchByIdOrTitle,/,GET,,t=The Gorgon,,,200,"{""Title"": ""The Gorgon"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""17 Feb 1965"", ""Runtime"": ""83 min"", ""Genre"": ""Horror"", ""Director"": ""Terence Fisher"", ""Writer"": ""John Gilling, J. Llewellyn Devine"", ""Actors"": ""Christopher Lee, Peter Cushing, Richard Pasco"", ""Plot"": ""In the early twentieth century, a Gorgon takes human form and terrorizes a small European village by turning its citizens to stone."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZmUyMjEzNGItNTZhOS00MmNhLWIyMDEtNDEwYTViMTQ2MTAwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""67%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""6,657"", ""imdbID"": ""tt0058155"", ""Type"": ""movie"", ""DVD"": ""01 Nov 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
457,apikey=b2e7529f&t=Seven Days in May,searchByIdOrTitle,/,GET,,t=Seven Days in May,,,200,"{""Title"": ""Seven Days in May"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""13 Feb 1964"", ""Runtime"": ""118 min"", ""Genre"": ""Drama, Thriller"", ""Director"": ""John Frankenheimer"", ""Writer"": ""Fletcher Knebel, Charles W. Bailey II, Rod Serling"", ""Actors"": ""Burt Lancaster, Kirk Douglas, Fredric March"", ""Plot"": ""United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 4 wins & 8 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNGEwZGJiYTEtNDk4OC00NzM1LWJjNDMtZGE3OGQ1YWNlZjgxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""91%""}, {""Source"": ""Metacritic"", ""Value"": ""73/100""}], ""Metascore"": ""73"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""17,100"", ""imdbID"": ""tt0058576"", ""Type"": ""movie"", ""DVD"": ""24 Jul 2014"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
458,apikey=b2e7529f&t=Paris When It Sizzles,searchByIdOrTitle,/,GET,,t=Paris When It Sizzles,,,200,"{""Title"": ""Paris When It Sizzles"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""08 Apr 1964"", ""Runtime"": ""110 min"", ""Genre"": ""Comedy, Romance"", ""Director"": ""Richard Quine"", ""Writer"": ""Julien Duvivier, Henri Jeanson, George Axelrod"", ""Actors"": ""William Holden, Audrey Hepburn, Gr\u00e9goire Aslan"", ""Plot"": ""The sprightly young assistant of a Hollywood screenwriter helps him over his writer's block by acting out his fantasies of possible plots."", ""Language"": ""English, French, Spanish, Italian"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYjk2MzY1M2EtNjg3NS00OWFiLWFiY2EtMjI3ZTk0NDRiMjczXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""55%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""9,393"", ""imdbID"": ""tt0058453"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2011"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
